Container_ID,Commodity,Origin,Destination,Temperature_C,Humidity_Percent,Vibration_g,Latitude,Longitude,Timestamp,Sensor_Status,Battery_Level,Transport_Mode
C1688,Apple,Pune,Delhi,8.2,88,1.48,9.355374,87.841572,01-08-2026 19:27,Active,88,Truck
C1689,Banana,Bengaluru,Jaipur,10.3,72,0.68,19.394184,83.719076,01-08-2026 19:28,Active,88,Truck
C1690,Banana,Pune,Lucknow,5.8,86,0.16,24.93809,85.770656,01-08-2026 19:29,Active,59,Rail
C1691,Mango,Pune,Delhi,2.3,55,0.32,14.153473,82.569161,01-08-2026 19:30,Active,80,Rail
C1692,Banana,Mumbai,Kolkata,4.3,70,0.14,23.676726,80.135329,01-08-2026 19:31,Low Battery,44,Rail
C1693,Orange,Hyderabad,Lucknow,7.7,71,0.98,17.758835,83.455044,01-08-2026 19:32,Low Battery,47,Truck
C1694,Apple,Bengaluru,Delhi,4.1,58,0.3,17.451401,83.43917,01-08-2026 19:33,Active,62,Rail
C1695,Apple,Mumbai,Jaipur,7.5,77,0.17,13.979114,82.542618,01-08-2026 19:34,Low Battery,44,Truck
C1696,Avocado,Hyderabad,Kolkata,9.8,65,0.86,25.885084,85.642563,01-08-2026 19:35,Active,83,Rail
C1697,Avocado,Pune,Ahmedabad,8.9,77,1.25,8.264402,80.549817,01-08-2026 19:36,Active,63,Rail
C1698,Mango,Mumbai,Lucknow,3.3,64,0.8,25.047258,85.119261,01-08-2026 19:37,Active,75,Truck
C1699,Banana,Hyderabad,Kolkata,8,59,0.26,10.690259,72.28676,01-08-2026 19:38,Active,62,Truck
C1700,Banana,Chennai,Delhi,13.6,93,0.83,27.887285,74.841418,01-08-2026 19:39,Active,59,Truck
C1701,Mango,Pune,Delhi,13.1,64,1.06,14.302281,75.462377,01-08-2026 19:40,Low Battery,45,Truck
C1702,Avocado,Mumbai,Delhi,12.1,82,0.16,10.210256,85.08541,01-08-2026 19:41,Active,72,Rail
C1703,Avocado,Chennai,Lucknow,13.8,57,0.19,21.685522,84.450079,01-08-2026 19:42,Active,90,Truck
C1704,Orange,Hyderabad,Lucknow,13.7,66,1.04,8.599812,74.40169,01-08-2026 19:43,Active,87,Rail
C1705,Apple,Chennai,Lucknow,4.1,87,1.19,20.565607,80.331002,01-08-2026 19:44,Low Battery,44,Truck
C1706,Orange,Chennai,Jaipur,4.8,67,1.45,11.521356,84.441295,01-08-2026 19:45,Low Battery,40,Rail
C1707,Apple,Pune,Ahmedabad,11.1,66,0.72,27.633829,74.984001,01-08-2026 19:46,Active,62,Truck
C1708,Orange,Bengaluru,Ahmedabad,5,62,1.17,14.442746,79.687378,01-08-2026 19:47,Active,73,Rail
C1709,Apple,Mumbai,Kolkata,9.2,57,0.22,18.121112,78.348888,01-08-2026 19:48,Active,69,Rail
C1710,Mango,Pune,Kolkata,9.2,73,1.48,16.773214,86.136767,01-08-2026 19:49,Active,97,Truck
C1711,Avocado,Chennai,Delhi,15,86,1.04,16.12558,80.623929,01-08-2026 19:50,Active,83,Truck
C1712,Banana,Chennai,Kolkata,7.2,92,1.47,23.199359,86.725056,01-08-2026 19:51,Low Battery,50,Truck
C1713,Apple,Mumbai,Lucknow,4.6,80,0.27,25.181237,83.965808,01-08-2026 19:52,Active,57,Rail
C1714,Banana,Pune,Delhi,6.6,93,1.43,28.244226,80.438339,01-08-2026 19:53,Low Battery,49,Truck
C1715,Apple,Chennai,Ahmedabad,8.4,69,0.98,10.759472,73.643456,01-08-2026 19:54,Low Battery,43,Truck
C1716,Mango,Mumbai,Ahmedabad,7,75,0.31,20.750319,73.589505,01-08-2026 19:55,Low Battery,44,Rail
C1717,Mango,Mumbai,Lucknow,5.8,86,0.79,13.364138,77.669658,01-08-2026 19:56,Active,95,Truck
C1718,Avocado,Chennai,Delhi,14.9,62,0.64,14.448464,78.209553,01-08-2026 19:57,Active,69,Truck
C1719,Orange,Pune,Ahmedabad,10.6,74,1.34,11.364957,79.106238,01-08-2026 19:58,Active,59,Truck
C1720,Orange,Bengaluru,Lucknow,10.8,90,1.06,19.73031,79.852532,01-08-2026 19:59,Active,94,Truck
C1721,Banana,Hyderabad,Delhi,5.4,92,1.46,20.647263,77.820602,01-08-2026 20:00,Active,58,Truck
C1722,Orange,Hyderabad,Ahmedabad,2.6,78,0.59,23.212171,72.443847,01-08-2026 20:01,Active,97,Truck
C1723,Banana,Hyderabad,Lucknow,6.5,77,0.68,9.15721,76.029777,01-08-2026 20:02,Active,55,Truck
C1724,Avocado,Pune,Lucknow,13.3,62,0.57,8.404096,77.380928,01-08-2026 20:03,Active,69,Rail
C1725,Apple,Hyderabad,Lucknow,2.3,85,0.92,28.208178,78.23267,01-08-2026 20:04,Active,64,Truck
C1726,Banana,Bengaluru,Lucknow,3.3,68,0.57,18.306755,84.620914,01-08-2026 20:05,Active,61,Rail
C1727,Apple,Mumbai,Jaipur,14.6,67,0.8,25.370349,84.987969,01-08-2026 20:06,Active,93,Rail
C1728,Apple,Mumbai,Delhi,2.6,91,0.66,12.630663,84.257652,01-08-2026 20:07,Low Battery,45,Rail
C1729,Apple,Hyderabad,Lucknow,2.9,88,0.77,12.299653,85.128254,01-08-2026 20:08,Active,81,Rail
C1730,Banana,Mumbai,Jaipur,10.6,75,0.38,16.24717,82.311904,01-08-2026 20:09,Active,69,Truck
C1731,Orange,Pune,Kolkata,13.2,91,0.8,21.546527,85.594482,01-08-2026 20:10,Active,100,Rail
C1732,Orange,Hyderabad,Ahmedabad,11.4,58,0.83,15.467631,74.437771,01-08-2026 20:11,Low Battery,49,Rail
C1733,Apple,Bengaluru,Kolkata,13.2,59,0.99,25.342323,76.404424,01-08-2026 20:12,Active,58,Truck
C1734,Banana,Pune,Lucknow,5.1,64,0.37,13.034526,85.649276,01-08-2026 20:13,Active,69,Rail
C1735,Banana,Hyderabad,Lucknow,10.4,57,0.38,13.590595,72.480841,01-08-2026 20:14,Active,90,Truck
C1736,Avocado,Mumbai,Kolkata,14.5,86,1.2,9.134209,86.79234,01-08-2026 20:15,Active,60,Truck
C1737,Banana,Chennai,Lucknow,13.7,60,0.66,25.216115,85.905379,01-08-2026 20:16,Active,55,Truck
C1738,Orange,Chennai,Jaipur,10.6,92,1.43,27.09689,76.154833,01-08-2026 20:17,Active,96,Truck
C1739,Apple,Pune,Jaipur,6.3,92,1.13,24.519753,84.275323,01-08-2026 20:18,Active,99,Truck
C1740,Avocado,Mumbai,Kolkata,4.3,72,0.72,13.213271,81.726436,01-08-2026 20:19,Active,71,Truck
C1741,Apple,Bengaluru,Kolkata,9.1,85,1.06,27.747964,86.510653,01-08-2026 20:20,Active,99,Rail
C1742,Apple,Chennai,Jaipur,12.7,56,1,26.557203,72.574356,01-08-2026 20:21,Active,87,Rail
C1743,Orange,Mumbai,Jaipur,7,95,1.44,15.43853,85.40213,01-08-2026 20:22,Low Battery,47,Rail
C1744,Banana,Bengaluru,Kolkata,2.1,80,1.4,26.817497,76.964655,01-08-2026 20:23,Active,99,Truck
C1745,Mango,Chennai,Kolkata,13.9,95,0.54,24.651079,82.633087,01-08-2026 20:24,Active,90,Truck
C1746,Banana,Chennai,Jaipur,8.1,81,1.4,14.820805,78.969039,01-08-2026 20:25,Active,98,Rail
C1747,Orange,Chennai,Delhi,2.9,81,0.94,24.675275,84.173461,01-08-2026 20:26,Active,69,Truck
C1748,Banana,Chennai,Delhi,12.3,63,0.1,12.101544,77.041534,01-08-2026 20:27,Active,76,Truck
C1749,Mango,Pune,Ahmedabad,8.7,63,1.29,22.057944,85.078598,01-08-2026 20:28,Active,60,Truck
C1750,Apple,Hyderabad,Jaipur,4.3,92,1.26,24.390338,75.277951,01-08-2026 20:29,Active,66,Rail
C1751,Banana,Mumbai,Jaipur,14.3,91,0.41,27.436239,87.231354,01-08-2026 20:30,Active,81,Truck
C1752,Banana,Chennai,Kolkata,4.6,65,0.17,20.669083,81.90648,01-08-2026 20:31,Low Battery,49,Truck
C1753,Orange,Pune,Delhi,3.5,88,0.71,26.859776,79.48618,01-08-2026 20:32,Active,83,Truck
C1754,Mango,Bengaluru,Lucknow,4.5,72,0.5,18.130447,74.148289,01-08-2026 20:33,Active,94,Truck
C1755,Apple,Hyderabad,Jaipur,11.4,67,0.69,16.374744,74.408057,01-08-2026 20:34,Active,58,Rail
C1756,Mango,Pune,Jaipur,6.8,84,0.22,17.612073,86.378817,01-08-2026 20:35,Active,84,Rail
C1757,Banana,Bengaluru,Ahmedabad,11.6,71,0.2,19.418499,72.859858,01-08-2026 20:36,Active,99,Rail
C1758,Orange,Mumbai,Ahmedabad,14.2,93,1.09,24.601985,72.088456,01-08-2026 20:37,Active,72,Rail
C1759,Banana,Bengaluru,Lucknow,10.7,63,1.46,19.470988,81.578034,01-08-2026 20:38,Active,56,Rail
C1760,Apple,Chennai,Kolkata,13.4,63,0.23,22.560239,79.143339,01-08-2026 20:39,Active,56,Truck
C1761,Mango,Hyderabad,Lucknow,8.5,72,1.15,26.987859,76.668271,01-08-2026 20:40,Active,96,Rail
C1762,Orange,Mumbai,Ahmedabad,6.1,65,0.54,28.388584,84.600644,01-08-2026 20:41,Low Battery,49,Truck
C1763,Mango,Pune,Delhi,3.9,69,0.36,17.640074,74.698657,01-08-2026 20:42,Active,69,Rail
C1764,Avocado,Bengaluru,Delhi,7.7,90,0.78,18.106265,85.956333,01-08-2026 20:43,Active,95,Rail
C1765,Avocado,Mumbai,Lucknow,4.6,73,0.35,11.450048,80.394173,01-08-2026 20:44,Active,57,Truck
C1766,Orange,Bengaluru,Ahmedabad,15,55,0.84,19.70115,78.870913,01-08-2026 20:45,Low Battery,44,Truck
C1767,Apple,Hyderabad,Jaipur,2.3,62,0.65,20.101939,87.695128,01-08-2026 20:46,Active,93,Truck
C1768,Avocado,Hyderabad,Delhi,8,85,0.74,27.581631,81.80437,01-08-2026 20:47,Low Battery,40,Rail
C1769,Apple,Hyderabad,Delhi,14.3,91,0.28,25.697216,85.225706,01-08-2026 20:48,Active,58,Truck
C1770,Orange,Pune,Delhi,14.4,79,0.23,13.23086,75.961322,01-08-2026 20:49,Active,89,Truck
C1771,Mango,Hyderabad,Ahmedabad,4.1,80,0.5,23.427451,82.792061,01-08-2026 20:50,Low Battery,47,Rail
C1772,Apple,Bengaluru,Ahmedabad,13.7,93,0.28,21.643166,85.728872,01-08-2026 20:51,Active,72,Rail
C1773,Banana,Mumbai,Jaipur,8.2,91,0.94,9.849558,78.97185,01-08-2026 20:52,Active,63,Rail
C1774,Banana,Bengaluru,Ahmedabad,3.2,87,0.58,17.50226,75.699799,01-08-2026 20:53,Active,83,Truck
C1775,Apple,Hyderabad,Jaipur,8.1,60,1.37,17.791033,74.452008,01-08-2026 20:54,Low Battery,48,Rail
C1776,Apple,Pune,Delhi,9.4,90,0.21,8.924446,73.775931,01-08-2026 20:55,Active,67,Rail
C1777,Orange,Pune,Jaipur,12.6,77,0.46,9.676276,80.306835,01-08-2026 20:56,Low Battery,47,Truck
C1778,Banana,Pune,Lucknow,2.6,81,1.33,14.101774,81.688938,01-08-2026 20:57,Active,69,Rail
C1779,Apple,Chennai,Ahmedabad,14.6,66,0.4,9.603521,88.206072,01-08-2026 20:58,Active,56,Truck
C1780,Avocado,Mumbai,Ahmedabad,7.1,55,0.34,17.780957,83.414803,01-08-2026 20:59,Active,95,Rail
C1781,Orange,Hyderabad,Delhi,12.6,94,0.61,21.812964,83.38984,01-08-2026 21:00,Active,65,Truck
C1782,Mango,Bengaluru,Ahmedabad,2.2,62,1.24,22.268665,75.105648,01-08-2026 21:01,Low Battery,41,Truck
C1783,Mango,Pune,Jaipur,7.7,95,1.3,19.040942,73.420544,01-08-2026 21:02,Active,89,Rail
C1784,Banana,Pune,Delhi,2.3,65,1.36,23.145014,79.346888,01-08-2026 21:03,Active,71,Rail
C1785,Orange,Chennai,Ahmedabad,5.2,73,0.9,25.09369,72.840216,01-08-2026 21:04,Low Battery,40,Rail
C1786,Banana,Pune,Lucknow,11.6,93,1.12,28.480041,72.610784,01-08-2026 21:05,Active,65,Rail
C1787,Mango,Pune,Ahmedabad,11.3,88,0.13,19.816269,81.128719,01-08-2026 21:06,Active,57,Truck
C1788,Banana,Bengaluru,Ahmedabad,10.1,77,0.73,16.942715,74.662002,01-08-2026 21:07,Active,86,Rail
C1789,Banana,Pune,Jaipur,5,69,0.92,22.041969,87.208637,01-08-2026 21:08,Active,94,Rail
C1790,Banana,Bengaluru,Kolkata,14.5,78,1.21,24.394979,85.934766,01-08-2026 21:09,Active,79,Truck
C1791,Banana,Pune,Kolkata,3.7,67,0.32,18.089808,85.092461,01-08-2026 21:10,Active,100,Truck
C1792,Mango,Mumbai,Delhi,9.2,56,0.6,13.346564,83.16931,01-08-2026 21:11,Active,51,Truck
C1793,Apple,Hyderabad,Delhi,7.6,94,0.42,19.52062,80.025027,01-08-2026 21:12,Active,61,Rail
C1794,Mango,Pune,Ahmedabad,13.1,87,0.95,10.134911,72.831964,01-08-2026 21:13,Active,100,Truck
C1795,Avocado,Mumbai,Delhi,12.2,94,1.2,27.421362,85.589569,01-08-2026 21:14,Low Battery,42,Truck
C1796,Avocado,Pune,Delhi,13.3,78,0.32,13.988521,79.285046,01-08-2026 21:15,Active,72,Truck
C1797,Apple,Chennai,Jaipur,6.3,63,0.27,12.138752,87.999005,01-08-2026 21:16,Active,89,Rail
C1798,Apple,Bengaluru,Jaipur,5.7,65,0.22,15.634945,84.454946,01-08-2026 21:17,Active,63,Rail
C1799,Mango,Mumbai,Kolkata,3.8,82,0.68,16.390841,79.569426,01-08-2026 21:18,Active,94,Truck
C1800,Banana,Hyderabad,Ahmedabad,3.9,55,1.1,18.605648,73.14809,01-08-2026 21:19,Active,61,Truck
C1801,Banana,Mumbai,Kolkata,2.8,57,1.02,21.150048,86.891434,01-08-2026 21:20,Low Battery,43,Rail
C1802,Banana,Chennai,Kolkata,13.5,90,1.32,22.791796,77.175971,01-08-2026 21:21,Active,62,Truck
C1803,Banana,Hyderabad,Ahmedabad,7.8,68,1.34,20.799373,82.200093,01-08-2026 21:22,Active,68,Truck
C1804,Apple,Mumbai,Lucknow,3.1,89,0.57,22.864523,84.210862,01-08-2026 21:23,Low Battery,48,Rail
C1805,Mango,Chennai,Lucknow,3.2,90,0.54,14.984532,82.488811,01-08-2026 21:24,Low Battery,41,Rail
C1806,Mango,Hyderabad,Kolkata,12.8,74,1.12,28.232571,73.822291,01-08-2026 21:25,Low Battery,43,Rail
C1807,Avocado,Bengaluru,Lucknow,2.6,62,0.73,19.734923,72.086021,01-08-2026 21:26,Active,61,Truck
C1808,Apple,Chennai,Kolkata,5.9,91,1.04,22.644195,80.5745,01-08-2026 21:27,Active,55,Truck
C1809,Apple,Pune,Jaipur,7.9,64,1.1,24.982971,73.352128,01-08-2026 21:28,Low Battery,43,Rail
C1810,Mango,Pune,Kolkata,7.8,78,1.05,16.256451,81.222979,01-08-2026 21:29,Active,89,Rail
C1811,Banana,Bengaluru,Ahmedabad,15,86,1.12,16.546908,74.686906,01-08-2026 21:30,Active,72,Rail
C1812,Mango,Chennai,Jaipur,14.6,87,1.31,10.420192,75.508602,01-08-2026 21:31,Active,70,Rail
C1813,Avocado,Bengaluru,Delhi,9.8,81,0.25,15.576512,76.778244,01-08-2026 21:32,Active,73,Rail
C1814,Apple,Mumbai,Ahmedabad,14.9,74,0.51,8.573545,74.357345,01-08-2026 21:33,Active,90,Truck
C1815,Apple,Hyderabad,Delhi,13.6,68,0.36,23.163037,72.034415,01-08-2026 21:34,Active,75,Truck
C1816,Banana,Mumbai,Jaipur,8.3,74,0.89,26.455889,84.892264,01-08-2026 21:35,Active,70,Truck
C1817,Orange,Mumbai,Lucknow,10.3,83,1.03,11.054143,84.009759,01-08-2026 21:36,Low Battery,45,Rail
C1818,Banana,Hyderabad,Delhi,5,80,0.57,8.939304,83.062323,01-08-2026 21:37,Active,68,Truck
C1819,Avocado,Mumbai,Lucknow,9.4,74,0.89,10.537523,81.229322,01-08-2026 21:38,Active,52,Truck
C1820,Orange,Bengaluru,Delhi,8.8,85,0.8,8.382613,82.861198,01-08-2026 21:39,Active,74,Rail
C1821,Mango,Mumbai,Delhi,5.2,92,0.72,24.541881,82.013105,01-08-2026 21:40,Active,65,Rail
C1822,Avocado,Chennai,Delhi,6.4,66,0.68,25.622792,77.23681,01-08-2026 21:41,Active,56,Truck
C1823,Orange,Pune,Jaipur,4.2,64,0.36,23.750246,74.544752,01-08-2026 21:42,Active,100,Truck
C1824,Orange,Bengaluru,Ahmedabad,14.5,66,0.14,9.199287,78.434005,01-08-2026 21:43,Active,60,Rail
C1825,Apple,Pune,Lucknow,6.9,62,0.17,12.912271,81.850576,01-08-2026 21:44,Active,55,Rail
C1826,Avocado,Bengaluru,Delhi,5.5,75,0.75,16.345068,79.98883,01-08-2026 21:45,Active,66,Rail
C1827,Orange,Mumbai,Ahmedabad,14.5,61,0.44,19.371503,84.956034,01-08-2026 21:46,Active,59,Rail
C1828,Avocado,Bengaluru,Lucknow,13,87,0.38,27.842186,78.159536,01-08-2026 21:47,Low Battery,50,Rail
C1829,Orange,Bengaluru,Delhi,7.9,55,1.24,27.702846,82.242044,01-08-2026 21:48,Active,81,Truck
C1830,Banana,Bengaluru,Lucknow,5.6,71,1.28,15.793147,77.798396,01-08-2026 21:49,Active,80,Rail
C1831,Avocado,Bengaluru,Lucknow,4.1,89,0.89,14.163086,78.522531,01-08-2026 21:50,Low Battery,47,Rail
C1832,Banana,Hyderabad,Ahmedabad,4.7,87,1.44,14.525231,83.254666,01-08-2026 21:51,Active,61,Rail
C1833,Mango,Bengaluru,Delhi,10.6,75,0.58,17.425887,81.891976,01-08-2026 21:52,Low Battery,41,Rail
C1834,Avocado,Pune,Lucknow,13.7,66,0.68,26.352998,83.604445,01-08-2026 21:53,Active,88,Truck
C1835,Avocado,Mumbai,Kolkata,9,83,1.04,15.236392,85.410891,01-08-2026 21:54,Active,92,Rail
C1836,Mango,Bengaluru,Delhi,12.9,55,0.27,15.594853,75.184349,01-08-2026 21:55,Low Battery,40,Rail
C1837,Apple,Hyderabad,Delhi,4.5,94,0.98,24.572497,75.648937,01-08-2026 21:56,Active,71,Rail
C1838,Banana,Chennai,Kolkata,13.8,93,0.39,12.019779,85.548537,01-08-2026 21:57,Active,65,Rail
C1839,Mango,Bengaluru,Delhi,9.2,91,1.04,20.360937,74.896226,01-08-2026 21:58,Active,77,Truck
C1840,Apple,Chennai,Lucknow,14.1,69,1.33,22.942427,76.526412,01-08-2026 21:59,Active,94,Rail
C1841,Orange,Hyderabad,Ahmedabad,13.5,55,1.41,21.139809,87.560725,01-08-2026 22:00,Low Battery,43,Rail
C1842,Apple,Bengaluru,Delhi,3.6,88,0.75,15.410173,84.523858,01-08-2026 22:01,Active,96,Rail
C1843,Banana,Chennai,Jaipur,8.9,75,0.11,11.989467,73.349847,01-08-2026 22:02,Active,76,Rail
C1844,Avocado,Chennai,Ahmedabad,13.9,67,0.33,14.37152,82.328912,01-08-2026 22:03,Low Battery,46,Rail
C1845,Avocado,Bengaluru,Kolkata,9.7,95,1.41,25.230405,76.078034,01-08-2026 22:04,Active,70,Truck
C1846,Apple,Chennai,Ahmedabad,8.8,70,1.42,23.902864,82.222848,01-08-2026 22:05,Active,88,Truck
C1847,Avocado,Bengaluru,Delhi,14.7,57,0.63,26.246717,83.440501,01-08-2026 22:06,Active,90,Rail
C1848,Avocado,Hyderabad,Ahmedabad,5.9,95,0.7,10.087465,72.920534,01-08-2026 22:07,Low Battery,43,Rail
C1849,Avocado,Pune,Ahmedabad,10,81,0.43,20.291305,82.885447,01-08-2026 22:08,Low Battery,40,Rail
C1850,Banana,Pune,Lucknow,13.4,94,0.24,21.343889,83.150306,01-08-2026 22:09,Low Battery,41,Rail
C1851,Orange,Bengaluru,Lucknow,4.5,61,0.12,22.622638,81.782627,01-08-2026 22:10,Active,93,Truck
C1852,Orange,Chennai,Delhi,5.3,81,0.77,20.727443,75.067736,01-08-2026 22:11,Low Battery,48,Truck
C1853,Apple,Mumbai,Jaipur,9.6,87,1.44,23.46466,77.134606,01-08-2026 22:12,Active,96,Truck
C1854,Banana,Bengaluru,Delhi,6,76,0.51,27.890557,80.54173,01-08-2026 22:13,Active,82,Truck
C1855,Orange,Bengaluru,Delhi,12.6,90,1.3,16.652253,75.224218,01-08-2026 22:14,Active,52,Rail
C1856,Mango,Mumbai,Kolkata,10.7,84,0.94,14.788481,81.543777,01-08-2026 22:15,Active,61,Rail
C1857,Apple,Chennai,Jaipur,4.1,84,1.33,26.666132,80.182856,01-08-2026 22:16,Active,98,Truck
C1858,Banana,Pune,Jaipur,10.1,70,0.77,23.751142,85.441769,01-08-2026 22:17,Active,91,Rail
C1859,Mango,Bengaluru,Kolkata,12.7,55,0.61,9.511489,72.49529,01-08-2026 22:18,Low Battery,47,Rail
C1860,Mango,Bengaluru,Kolkata,10.2,78,0.16,8.608554,75.264112,01-08-2026 22:19,Active,51,Truck
C1861,Apple,Chennai,Delhi,13,70,0.35,8.440587,85.907543,01-08-2026 22:20,Active,98,Truck
C1862,Banana,Hyderabad,Jaipur,10.5,62,0.57,12.309866,79.527361,01-08-2026 22:21,Active,63,Rail
C1863,Avocado,Hyderabad,Lucknow,3.5,63,1.21,11.929466,78.240226,01-08-2026 22:22,Active,63,Rail
C1864,Mango,Hyderabad,Jaipur,14,94,0.92,25.515926,76.854015,01-08-2026 22:23,Low Battery,49,Truck
C1865,Apple,Pune,Lucknow,13.3,87,1.46,26.159603,75.45242,01-08-2026 22:24,Low Battery,45,Truck
C1866,Mango,Hyderabad,Lucknow,8.6,87,0.62,18.637294,74.953476,01-08-2026 22:25,Active,85,Rail
C1867,Banana,Bengaluru,Jaipur,8.2,92,0.66,26.884297,81.635713,01-08-2026 22:26,Low Battery,42,Truck
C1868,Banana,Hyderabad,Kolkata,13.2,80,0.41,16.712969,78.221869,01-08-2026 22:27,Low Battery,50,Truck
C1869,Mango,Mumbai,Lucknow,11.8,73,0.72,15.207287,81.635377,01-08-2026 22:28,Active,69,Rail
C1870,Banana,Chennai,Jaipur,7.9,82,0.67,24.492342,77.230837,01-08-2026 22:29,Active,64,Rail
C1871,Mango,Mumbai,Delhi,5.5,59,0.6,9.689579,85.902956,01-08-2026 22:30,Active,72,Rail
C1872,Mango,Hyderabad,Kolkata,3.3,59,0.6,19.193534,77.507004,01-08-2026 22:31,Active,83,Rail
C1873,Apple,Mumbai,Kolkata,4.5,93,1.5,28.467305,84.414325,01-08-2026 22:32,Active,87,Truck
C1874,Apple,Chennai,Ahmedabad,5.7,77,1.2,16.278128,78.695015,01-08-2026 22:33,Active,77,Truck
C1875,Banana,Pune,Ahmedabad,5,68,0.76,18.57442,84.968582,01-08-2026 22:34,Active,88,Rail
C1876,Avocado,Pune,Lucknow,6.1,67,0.7,27.30956,78.89185,01-08-2026 22:35,Active,68,Truck
C1877,Apple,Hyderabad,Kolkata,3.8,63,0.53,23.125004,80.246703,01-08-2026 22:36,Active,82,Truck
C1878,Banana,Chennai,Lucknow,7.5,80,1.17,22.155631,76.944014,01-08-2026 22:37,Active,77,Truck
C1879,Mango,Pune,Ahmedabad,4,76,0.9,24.382488,87.076911,01-08-2026 22:38,Active,76,Truck
C1880,Banana,Hyderabad,Delhi,2.8,79,0.36,10.227086,81.396998,01-08-2026 22:39,Active,68,Truck
C1881,Avocado,Bengaluru,Delhi,10.8,66,0.14,22.125003,80.06212,01-08-2026 22:40,Active,51,Rail
C1882,Apple,Chennai,Jaipur,4.7,73,1.02,9.434578,72.947977,01-08-2026 22:41,Active,73,Rail
C1883,Banana,Bengaluru,Jaipur,7.1,62,0.28,16.577471,84.261855,01-08-2026 22:42,Active,64,Truck
C1884,Apple,Mumbai,Ahmedabad,7.6,85,0.32,19.789373,77.120177,01-08-2026 22:43,Active,52,Rail
C1885,Mango,Mumbai,Kolkata,2.1,64,0.72,24.903944,81.980002,01-08-2026 22:44,Active,55,Rail
C1886,Banana,Hyderabad,Kolkata,8,57,1.13,13.902192,86.536402,01-08-2026 22:45,Active,69,Rail
C1887,Orange,Pune,Ahmedabad,12.7,66,0.68,11.681351,82.192653,01-08-2026 22:46,Active,67,Truck
C1888,Orange,Mumbai,Kolkata,3.2,57,0.44,25.846062,76.517309,01-08-2026 22:47,Active,80,Truck
C1889,Mango,Chennai,Lucknow,13.8,81,1.49,19.33289,88.42272,01-08-2026 22:48,Low Battery,44,Rail
C1890,Banana,Pune,Ahmedabad,7.9,71,0.39,8.915021,72.440845,01-08-2026 22:49,Active,80,Rail
C1891,Banana,Hyderabad,Ahmedabad,13.1,80,0.15,13.137418,83.700143,01-08-2026 22:50,Low Battery,48,Rail
C1892,Banana,Hyderabad,Jaipur,2.9,90,1.02,22.628422,79.22244,01-08-2026 22:51,Active,70,Truck
C1893,Avocado,Chennai,Kolkata,9.9,66,0.51,18.960404,78.449017,01-08-2026 22:52,Low Battery,44,Truck
C1894,Banana,Chennai,Lucknow,6.7,68,1.1,26.300098,80.78293,01-08-2026 22:53,Active,68,Truck
C1895,Banana,Bengaluru,Jaipur,11,83,0.17,8.095648,84.74476,01-08-2026 22:54,Active,89,Rail
C1896,Mango,Chennai,Jaipur,4.6,56,0.69,28.280458,77.562425,01-08-2026 22:55,Active,52,Truck
C1897,Mango,Bengaluru,Lucknow,11.4,57,0.68,10.207518,77.397834,01-08-2026 22:56,Active,75,Truck
C1898,Orange,Chennai,Ahmedabad,7.1,82,0.27,12.38249,77.883509,01-08-2026 22:57,Active,51,Rail
C1899,Avocado,Hyderabad,Delhi,7.1,84,0.41,21.488215,76.594551,01-08-2026 22:58,Active,79,Truck
C1900,Mango,Mumbai,Jaipur,7.3,93,0.8,28.304723,83.756763,01-08-2026 22:59,Active,90,Rail
C1901,Avocado,Bengaluru,Kolkata,9.8,95,1.07,21.896961,88.044053,01-08-2026 23:00,Active,84,Truck
C1902,Apple,Pune,Lucknow,14.7,85,0.19,8.3618,87.049704,01-08-2026 23:01,Active,68,Truck
C1903,Orange,Bengaluru,Ahmedabad,9.6,55,0.43,20.635148,86.796861,01-08-2026 23:02,Active,59,Truck
C1904,Orange,Chennai,Jaipur,3,63,0.62,14.080602,74.502565,01-08-2026 23:03,Active,53,Rail
C1905,Apple,Hyderabad,Delhi,3.7,75,1,23.590125,80.594402,01-08-2026 23:04,Active,66,Truck
C1906,Apple,Bengaluru,Lucknow,6.5,68,0.86,26.585957,82.972599,01-08-2026 23:05,Active,55,Rail
C1907,Orange,Chennai,Jaipur,6.2,83,0.98,9.324646,80.112098,01-08-2026 23:06,Active,52,Truck
C1908,Mango,Chennai,Ahmedabad,3.2,92,0.87,24.302278,75.37216,01-08-2026 23:07,Active,72,Rail
C1909,Apple,Mumbai,Ahmedabad,4.1,67,0.44,11.616928,76.107996,01-08-2026 23:08,Active,58,Truck
C1910,Apple,Pune,Ahmedabad,13.2,85,0.21,27.937382,78.571034,01-08-2026 23:09,Low Battery,50,Rail
C1911,Orange,Pune,Ahmedabad,9.9,82,1.16,24.801878,85.093717,01-08-2026 23:10,Low Battery,41,Truck
C1912,Apple,Pune,Kolkata,9.7,64,0.87,11.601836,78.277429,01-08-2026 23:11,Active,59,Rail
C1913,Orange,Bengaluru,Delhi,9.9,59,0.57,22.654699,75.22931,01-08-2026 23:12,Active,98,Truck
C1914,Orange,Hyderabad,Ahmedabad,11.5,78,0.79,26.976667,87.514702,01-08-2026 23:13,Active,87,Rail
C1915,Apple,Pune,Lucknow,10.3,92,0.2,26.142491,88.375796,01-08-2026 23:14,Low Battery,47,Truck
C1916,Mango,Pune,Kolkata,11.9,71,1.18,23.407337,77.751548,01-08-2026 23:15,Active,85,Truck
